Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
3847.5,September-2006,4687.1,villa,residential,Outskirts,irregular,1,58074,4,0.7892326332700967,2001,0,highway,75,5,3,NA,Yes,Yes
19065.7,April-1977,6494.7,open land,industrial,Border,trapezoid,3,22695,4,0.4780793163690499,1960,0,highway,44,4,10,C,NA,NA
9809.5,March-1988,7327.0,flat,commercial,Border,irregular,3,32287,9,0.19635626718268784,1973,1984,highway,84,4,10,NA,Yes,NA
11225.2,July-1980,5323.6,duplex,residential,Border,trapezoid,3,26079,1,0.61431503916405,1977,0,street,67,4,6,NA,No,NA
9972.2,May-2005,2251.5,flat,residential,Border,irregular,3,30323,8,0.07503672416285623,1988,1999,street,9,4,10,NA,No,NA
10372.9,March-2001,5971.8,flat,residential,Border,rectangle,4,36305,10,0.024874239515365826,1984,1993,street,47,1,3,NA,No,NA
10567.4,March-1992,5876.9,flat,residential,Border,irregular,5,39753,1,0.702097706533871,1984,0,highway,34,5,9,NA,No,NA
11621.3,June-1975,6788.9,open land,residential,Outskirts,trapezoid,2,56193,10,0.7209648350358131,1958,0,highway,93,1,7,F,NA,NA
2958.2,February-1976,5613.8,villa,residential,Border,irregular,4,22780,8,0.20815690466414927,1969,0,highway,13,1,10,NA,Yes, No
4481.5,October-1992,10385.7,villa,residential,Outskirts,rectangle,5,62533,4,0.4265622604503768,1981,1989,highway,91,2,4,NA,Yes,Yes
11919.2,May-1997,8150.0,flat,residential,Center,trapezoid,5,6776,4,0.7737321117372006,1988,0,street,94,1,7,NA,Yes,NA
10413.7,October-1993,7521.4,flat,residential,Outskirts,irregular,3,50717,8,0.7647872384448592,1986,0,highway,66,4,6,NA,No,NA
11048.6,June-2001,969.7,open land,residential,Border,irregular,3,26020,4,0.9586919328963739,1988,0,street,35,4,5,C,NA,NA
11852.8,April-1999,3581.8,villa,residential,Outskirts,trapezoid,1,70617,3,0.9658616357857448,1997,0,highway,91,3,2,NA,Yes, No
9714.0,January-1990,1313.8,flat,residential,Outskirts,rectangle,3,55010,8,0.23491715931559953,1974,1983,highway,41,1,10,NA,Yes,NA
11518.2,February-1992,8325.9,flat,commercial,Center,trapezoid,2,7989,7,0.4236532807687542,1987,0,street,75,4,4,NA,Yes,NA
11417.4,February-1976,4877.2,open land,residential,Center,irregular,2,2261,1,0.6797506876429398,1973,0,alley,85,5,5,C,NA,NA
10412.2,August-1989,4060.7,flat,residential,Border,rectangle,3,26564,6,0.281737582729953,1987,0,street,80,4,7,NA,Yes,NA
4395.0,March-2001,7677.3,villa,residential,Center,rectangle,2,14822,6,0.2000636991927136,1998,0,alley,97,1,2,NA,Yes,Yes
11012.2,July-1979,8912.6,duplex,commercial,Outskirts,trapezoid,2,53424,1,0.4752914225924648,1976,0,highway,39,2,4,NA,Yes,NA
18732.9,April-1980,9655.4,flat,commercial,Center,irregular,5,13879,3,0.8293324771402515,1967,1975,street,61,1,5,NA,No,NA
12365.7,December-1982,11728.0,open land,industrial,Outskirts,trapezoid,3,78692,5,0.5823675731464254,1979,0,highway,66,3,2,F,NA,NA
9902.0,September-1973,3885.2,duplex,residential,Outskirts,rectangle,3,69997,9,0.024737260386566207,1969,0,highway,98,2,9,NA,No,NA
10954.5,August-1997,1911.1,open land,industrial,Center,irregular,5,12111,6,0.023901374673789277,1980,0,alley,65,5,6,C,NA,NA
11788.5,March-2000,6789.0,duplex,residential,Center,rectangle,5,20977,2,0.1987541901416764,1996,0,alley,60,5,9,NA,Yes,NA
11670.6,November-1970,9225.9,open land,industrial,Outskirts,trapezoid,1,68119,2,0.4393962226455287,1967,0,highway,39,1,10,F,NA,NA
10468.4,June-1992,5427.1,flat,commercial,Center,irregular,4,14558,5,0.3192069371950752,1988,0,street,87,2,7,NA,Yes,NA
11021.3,November-1989,9295.0,duplex,residential,Outskirts,rectangle,2,77456,3,0.4294777299286179,1977,1988,highway,34,2,5,NA,No,NA
10336.5,July-2000,2158.5,duplex,residential,Outskirts,irregular,5,73844,7,0.8763619429023624,2000,0,highway,29,1,7,NA,Yes,NA
18272.2,April-1981,3163.0,flat,residential,Center,rectangle,4,4130,4,0.6382726832756204,1981,0,alley,64,1,3,NA,No,NA
12212.4,February-1986,9633.7,open land,commercial,Border,rectangle,4,39460,2,0.8759458074360662,1981,0,street,69,3,1,F,NA,NA
10370.0,June-1993,2281.5,flat,residential,Border,rectangle,4,28743,6,0.6723802022260068,1991,0,street,9,2,1,NA,No,NA
10831.5,February-1977,11801.3,flat,commercial,Outskirts,rectangle,4,78483,6,0.28281888201562655,1960,1969,highway,31,4,7,NA,No,NA
4684.5,February-1984,7447.3,villa,residential,Center,rectangle,5,3855,6,0.27465698299187824,1965,1974,alley,66,4,10,NA,Yes,Yes
11361.3,June-1995,2848.4,duplex,residential,Center,rectangle,5,16088,4,0.3653729134047321,1978,1989,alley,40,5,3,NA,Yes,NA
10851.7,December-1972,6713.6,flat,commercial,Center,trapezoid,1,13947,3,0.31607930465242995,1970,0,street,25,1,3,NA,No,NA
4545.0,March-2004,10486.2,villa,residential,Border,rectangle,4,29161,4,0.7251032367422364,1991,2001,highway,61,3,5,NA,Yes, No
4363.7,October-1998,1193.6,villa,residential,Outskirts,trapezoid,3,79537,3,0.6839197829593994,1995,0,highway,7,5,3,NA,Yes,Yes
10122.9,January-1974,3547.2,duplex,commercial,Center,irregular,3,9894,5,0.12495486442410064,1962,1970,alley,60,4,4,NA,No,NA
10151.1,September-1976,3183.9,open land,industrial,Outskirts,irregular,1,78229,6,0.5024797453703955,1957,0,highway,23,2,8,C,NA,NA
11105.9,October-2007,7172.2,duplex,commercial,Center,rectangle,3,19569,9,0.09291090082565345,1991,2001,alley,93,4,6,NA,No,NA
11795.4,September-1970,9530.0,open land,industrial,Border,trapezoid,2,25252,10,0.723919280454642,1963,0,street,73,1,6,F,NA,NA
10746.9,November-2009,3722.0,duplex,residential,Outskirts,rectangle,1,76182,8,0.6385077907353653,1997,2008,highway,30,4,7,NA,No,NA
11803.7,November-1996,1073.3,open land,industrial,Center,rectangle,3,12818,7,0.9686443235136553,1995,0,alley,15,4,10,F,NA,NA
4544.5,May-1970,8535.7,villa,residential,Border,trapezoid,4,35391,3,0.48847430737668285,1951,1962,street,85,4,2,NA,Yes, No
11302.7,November-1978,8017.8,duplex,residential,Center,irregular,5,6913,6,0.3132460994952946,1962,1973,street,85,5,1,NA,No,NA
3761.1,September-2000,1777.1,villa,residential,Center,irregular,4,2734,8,0.4048557729858768,1981,1991,street,71,3,5,NA,Yes, No
12097.5,February-2007,11704.4,open land,residential,Border,irregular,4,39648,7,0.8604817566786909,2005,0,highway,41,5,5,C,NA,NA
11337.9,September-2007,8345.8,open land,commercial,Border,irregular,3,23623,6,0.9072250666818936,1997,0,highway,27,4,5,C,NA,NA
10552.6,August-1994,6556.5,flat,residential,Outskirts,rectangle,3,56291,2,0.27689499312648247,1991,0,highway,37,2,3,NA,Yes,NA
4630.2,October-2004,5006.9,villa,residential,Center,trapezoid,3,3131,10,0.3655799560624784,2003,0,street,75,2,10,NA,Yes, No
10271.0,December-1982,2283.8,open land,commercial,Border,rectangle,2,21714,7,0.542436913538412,1969,0,highway,14,1,5,C,NA,NA
12109.7,October-1974,11491.4,open land,commercial,Border,trapezoid,1,26346,2,0.09962624183269608,1973,0,street,86,4,6,F,NA,NA
11211.8,January-1980,1527.6,open land,commercial,Center,rectangle,1,18016,9,0.3161694041044457,1968,0,street,34,2,7,F,NA,NA
10711.0,June-1992,1149.7,open land,residential,Border,irregular,4,26124,8,0.8337700395739628,1984,0,street,96,3,7,C,NA,NA
11781.3,January-2008,9384.6,open land,commercial,Outskirts,trapezoid,1,54756,9,0.5098684162413332,1994,0,highway,92,4,9,C,NA,NA
11492.1,January-1978,4380.4,duplex,residential,Center,trapezoid,2,23756,3,0.44062384271707644,1970,0,street,33,3,2,NA,No,NA
10433.9,September-1997,1986.1,duplex,commercial,Outskirts,rectangle,3,77160,1,0.9213557143627751,1991,0,highway,2,2,8,NA,No,NA
10884.4,January-2009,5586.3,duplex,residential,Center,irregular,1,20264,8,0.17791439360999306,2004,0,alley,94,4,7,NA,Yes,NA
3372.7,January-2006,827.7,villa,residential,Border,irregular,5,27398,7,0.5163297523959598,1994,2004,street,99,4,5,NA,Yes, No
10974.1,March-1989,3126.2,duplex,commercial,Border,trapezoid,4,39702,9,0.958030482179219,1970,1978,street,44,4,1,NA,No,NA
11857.7,July-1998,6886.4,open land,commercial,Center,irregular,4,2668,10,0.41970081338354515,1994,0,alley,57,5,7,F,NA,NA
11310.6,July-1997,4958.3,open land,commercial,Outskirts,rectangle,3,65923,8,0.2200530508114653,1994,0,highway,4,3,5,F,NA,NA
4797.6,July-1993,1336.1,villa,residential,Center,trapezoid,5,15821,2,0.7673651240929028,1974,1985,alley,17,5,7,NA,Yes, No
11230.6,January-2009,2002.0,open land,industrial,Border,trapezoid,1,40317,4,0.5453170653659536,1995,0,highway,44,1,9,F,NA,NA
4384.6,July-1990,3403.3,villa,residential,Center,trapezoid,1,17732,5,0.3736545742149273,1978,1988,street,88,3,3,NA,Yes, No
3233.1,October-1977,910.3,villa,residential,Outskirts,rectangle,2,58429,4,0.8448512521176917,1972,0,highway,62,3,1,NA,Yes, No
3637.1,September-1988,3828.1,villa,residential,Outskirts,trapezoid,2,67734,8,0.5953644524562719,1988,0,highway,91,1,2,NA,Yes, No
11377.2,September-2009,5079.1,duplex,residential,Outskirts,trapezoid,5,51450,3,0.17276568079143162,1999,2009,highway,90,5,5,NA,Yes,NA
10857.4,February-1972,7180.8,duplex,residential,Center,irregular,1,19975,3,0.6633770354580976,1970,0,street,49,1,6,NA,No,NA
17371.6,April-1987,2251.1,duplex,residential,Outskirts,irregular,1,54730,9,0.3823353090076893,1973,1983,highway,83,3,5,NA,No,NA
10142.4,November-1971,3023.0,duplex,residential,Center,irregular,2,16259,8,0.32408982598581915,1968,0,alley,38,1,6,NA,Yes,NA
11949.3,April-1993,7630.4,villa,residential,Outskirts,rectangle,5,66636,6,0.2408437103626403,1985,0,highway,28,4,1,NA,Yes, No
12027.3,September-2001,11225.2,duplex,commercial,Center,trapezoid,2,12219,6,0.8968610443631985,1988,1996,alley,56,2,5,NA,No,NA
11055.1,June-2009,6709.8,flat,residential,Center,irregular,1,8051,4,0.5667951889724512,2007,0,street,34,2,7,NA,Yes,NA
10765.2,June-1994,4411.4,flat,residential,Border,trapezoid,3,21533,4,0.15869052874973244,1976,1987,street,61,4,4,NA,No,NA
10294.2,October-1987,9568.8,flat,commercial,Outskirts,irregular,2,74866,3,0.989330802426221,1986,0,highway,95,1,4,NA,Yes,NA
10862.7,July-1987,8591.4,flat,commercial,Center,rectangle,5,15793,5,0.028874362858616776,1984,0,alley,91,2,2,NA,Yes,NA
11739.0,December-1982,10064.6,flat,residential,Center,trapezoid,3,2875,3,0.1140698521752187,1978,0,street,86,3,10,NA,Yes,NA
4888.8,November-1996,7761.2,villa,residential,Border,trapezoid,5,28839,9,0.07910104978592347,1977,1986,street,10,5,9,NA,Yes,Yes
