Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
11680.7,July-1976,10805.0,open land,industrial,Border,irregular,3,38143,9,0.833138988499383,1960,0.0,highway,9,5,4,F,NA,
9478.4,March-1979,3552.8,duplex,residential,Outskirts,irregular,1,61423,9,0.028490656663763048,1978,0.0,highway,22,1,2,NA,No,NA
4293.6,Dec-1979,11091.5,villa,residential,Border,irregular,4,24275,4,0.5125747906088869,1974,0.0,street,72,5,1,NA,Yes, No
12228.7,January-2000,11510.1,duplex,residential,Center,rectangle,1,13420,1,0.5852524874750544,1982,1990.0,street,43,3,4,NA,Yes,NA
3726.1,October-2007,4945.9,villa,residential,Border,irregular,1,32821,3,0.1352681388087723,1994,2003.0,street,18,5,10,NA,Yes, No
10171.7,September-1978,5470.0,duplex,commercial,Outskirts,rectangle,2,60683,10,0.7861328856898352,1971,0.0,highway,47,2,2,NA,No,NA
11426.5,June-2006,5744.6,open land,commercial,Center,irregular,2,17132,5,0.8494011107968151,1989,0.0,alley,53,2,9,C,NA,NA
10233.0,Jan-1978,3442.6,open land,industrial,Outskirts,irregular,1,60887mts,6,0.24263661030608863,1976,,highway,56,5,7,C,NA,
19727.4,April-1999,11648.3,duplex,residential,Border,rectangle,5,22668,6,0.79805330335318,1993,0.0,street,6,3,10,NA,Yes,NA
11612.8,June-2001,938.9,duplex,residential,Center,trapezoid,5,17204,7,0.8949796726191332,1983,1991.0,alley,64,4,7,,Yes,NA
10720.9,Nov-2002,3550.3,flat,residential,Outskirts,trapezoid,4,58348,8,0.1073449187873542,1988,1997.0,highway,35,4,8,,Yes,NA
9978.6,March-2001,4741.8,flat,residential,Border,irregular,5,25163,9,0.004195611043014136,1992,0.0,highway,71,4,7,NA,Yes,NA
10482.0,April-1971,2927.6,villa,residential,Outskirts,irregular,3,64952,6,0.4749688753597704,1960,1971.0,highway,75,1,1,NA,Yes, No
3843.2,May-1984,10180.8,villa,residential,Border,irregular,3,27973,4,0.016933795433030863,1970,1979.0,highway,5,3,2,NA,Yes,Yes
10453.9,September-1986,1722.9,flat,residential,Outskirts,trapezoid,1,52839mts,4,0.9733733798177198,1980,0.0,highway,61,4,7,,No,NA
10095.2,December-76,2595.9,flat,commercial,Border,rectangle,4,33339,3,0.5279490804525979,1963,1973.0,street,35,3,2,NA,Yes,NA
11389.7,August-1998,9333.2,flat,residential,Center,irregular,2,19304,10,0.7984658478762767,1995,0.0,street,83,5,9,NA,No,NA
4073.7,November-2005,2814.5,villa,residential,Border,trapezoid,2,23256mts,1,0.3592640008202962,1987,1997.0,highway,67,4,5,NA,Yes,Yes
10870.3,May-1983,11000.1,duplex,commercial,Outskirts,trapezoid,1,70389,10,0.13153315360285955,1982,0.0,highway,86,2,7,NA,Yes,NA
11843.6,June-1985,9615.0,duplex,residential,Center,rectangle,3,13082mts,4,0.38308103027153795,1973,1982.0,street,92,4,2,,Yes,NA
10913.3,March-73,2696.0,flat,residential,Center,trapezoid,4,15074,5,0.1493607184042478,1963,1971.0,alley,45,5,2,,No,NA
9379.8,December-2000,2501.6,flat,commercial,Outskirts,irregular,4,60931mts,8,0.021059328151061263,1991,0.0,highway,19,1,8,,Yes,NA
12335.7,October-2006,10447.5,duplex,residential,Center,trapezoid,5,16698,6,0.1026519066548609,1995,2004.0,street,33,2,10,NA,No,NA
11439.0,December-2009,8112.4,flat,residential,Border,trapezoid,5,35675,10,0.702482281972353,1994,2005.0,highway,19,4,8,,No,NA
10683.1,Jun-1981,5616.6,flat,commercial,Border,trapezoid,3,33453,9,0.5955790642481253,1970,1981.0,street,77,4,9,NA,Yes,NA
11045.8,Aug-1973,2904.4,open land,commercial,Outskirts,rectangle,4,78384,3,0.684527666056777,1966,0.0,highway,58,2,5,F,NA,NA
4408.6,July-1987,2536.1,villa,residential,Center,rectangle,5,15090,6,0.7797112562935855,1985,0.0,street,86,2,5,NA,Yes,Yes
19075.2,Apr-1985,10238.0,duplex,residential,Center,irregular,1,24398,5,0.6642043226036146,1970,1981.0,street,87,2,2,NA,No,NA
9884.0,September-2000,1436.9,flat,commercial,Outskirts,irregular,5,68282,4,0.7471863893672264,1998,0.0,highway,37,3,5,NA,Yes,NA
12533.0,October-1986,7368.0,land,residential,Border,trapezoid,4,31459,2,0.9636400528252561,1979,0.0,highway,48,5,6,F,NA,NA
4677.5,May-1999,2161.3,villa,residential,Center,trapezoid,5,19357,7,0.20229380358321492,1984,1995.0,alley,86,5,5,,Yes,Yes
10037.2,July-1994,5547.1,flat,residential,Outskirts,irregular,5,53026mts,4,0.2831020897151654,1979,1990.0,highway,71,2,5,,No,NA
9440.7,May-1994,1632.7,duplex,commercial,Outskirts,irregular,3,63804,7,0.07779987212915318,1978,1989.0,highway,34,1,9,NA,Yes,NA
10440.1,May-1999,3739.5,flat,commercial,Outskirts,trapezoid,5,52104,10,0.7236608726282211,1984,1993.0,highway,48,1,1,NA,Yes,NA
11852.1,Jan-2001,11866.3,duplex,commercial,Center,irregular,4,13717,5,0.24466021594671294,1984,1992.0,street,24,5,4,NA,Yes,
11188.2,January-1972,5640.1,duplex,residential,Center,trapezoid,1,15225,3,0.0332938941181129,1956,1965.0,street,44,1,6,NA,Yes,NA
3566.4,August-1973,2253.4,villa,residential,Outskirts,trapezoid,3,63527,3,0.09577943793744415,1965,0.0,highway,48,4,8,,Yes, No
11072.9,October-1971,2900.5,duplex,residential,Center,irregular,3,24693,5,0.9076603229239141,1971,0.0,street,23,5,6,NA,Yes,NA
3902.3,Jan-1972,7868.9,villa,residential,Center,rectangle,1,12680mts,7,0.15806213159188243,1964,0.0,alley,96,2,3,NA,Yes, No
11855.6,August-2005,10938.0,land,commercial,Outskirts,rectangle,4,77314,10,0.35861901718630274,1996,0.0,highway,34,4,5,C,NA,
3277.0,Jul-1994,1248.1,villa,residential,Outskirts,rectangle,2,62457,7,0.848148840004141,1980,1988.0,highway,42,1,4,NA,Yes, No
3398.6,October-1978,1409.8,villa,residential,Border,rectangle,5,27429,7,0.21325555190044954,1962,1973.0,street,16,3,7,,Yes, No
11769.7,May-1999,8766.6,open land,commercial,Outskirts,trapezoid,2,56318,2,0.1387019179164919,1980,0.0,highway,78,1,1,F,NA,NA
10567.4,October-1988,4478.5,duplex,residential,Border,rectangle,1,22812,3,0.7406152930206874,1970,1978.0,highway,26,3,8,,Yes,
12622.6,April-1974,8915.4,villa,residential,Center,trapezoid,1,18884,3,0.23476410963592642,1972,0.0,street,36,1,1,NA,Yes,Yes
10859.5,January-1980,8646.3,duplex,residential,Border,rectangle,1,21298mts,4,0.5270392149033722,1971,0.0,highway,48,5,3,NA,No,
13034.3,August-06,9655.2,land,industrial,Center,trapezoid,3,6074mts,4,0.48260782264606095,2002,,street,99,4,1,F,NA,NA
12403.5,August-1974,11140.5,land,residential,Outskirts,trapezoid,4,75070,3,0.4231630824263751,1964,0.0,highway,69,2,8,F,NA,NA
19111.0,April-1977,7028.0,duplex,commercial,Center,rectangle,4,20753mts,2,0.49672718045749675,1970,0.0,alley,12,5,1,NA,No,NA
11603.6,July-2001,11785.3,flat,commercial,Center,irregular,3,11052mts,2,0.9305138183835064,1998,0.0,alley,75,5,10,,Yes,
10726.2,July-2001,6439.1,duplex,residential,Border,irregular,3,22686,5,0.35055236584374905,1994,0.0,street,94,5,2,,No,
4267.5,Jan-1972,4273.3,villa,residential,Center,trapezoid,4,19593mts,10,0.01687330189630487,1956,1964.0,alley,17,2,9,NA,Yes,Yes
10576.3,October-07,1541.5,land,residential,Border,irregular,1,30594,10,0.19745835419592095,1995,,street,60,4,3,C,NA,NA
3625.6,Feb-2008,5044.0,villa,residential,Outskirts,irregular,4,62072mts,9,0.6264185970567158,1995,2006.0,highway,63,3,9,,Yes, No
12368.2,March-02,10062.8,land,commercial,Center,rectangle,4,7721,6,0.1914348195942397,1989,0.0,alley,32,2,1,F,NA,NA
11574.5,August-1985,7160.7,open land,commercial,Outskirts,trapezoid,2,74469mts,6,0.6039363004404972,1969,0.0,highway,58,4,2,C,NA,NA
9513.2,November-1976,876.3,flat,residential,Border,irregular,3,34265,8,0.09256420912334962,1960,1971.0,street,65,5,2,,No,
11840.4,October-2005,7129.6,flat,residential,Center,trapezoid,2,19711,9,0.2626926685143136,2000,0.0,street,7,5,5,NA,No,NA
11275.1,June-1976,10050.8,flat,commercial,Center,trapezoid,3,19198,3,0.3476317913873679,1961,1972.0,alley,56,2,6,,No,NA
4952.7,June-09,9163.7,villa,residential,Border,rectangle,3,32564,1,0.49974682706405826,1998,2007.0,street,20,4,5,NA,Yes,Yes
11406.3,August-1981,3042.5,flat,residential,Center,trapezoid,2,24072,3,0.8904304187439183,1980,0.0,street,81,5,7,NA,No,NA
10395.6,January-80,10565.3,flat,residential,Outskirts,irregular,3,74689mts,2,0.2046330594666672,1963,1971.0,highway,56,2,2,,No,NA
10644.8,October-1979,6557.0,duplex,residential,Border,rectangle,1,34995,3,0.9097750018499706,1966,1975.0,highway,19,1,1,NA,Yes,NA
4780.1,June-2006,9814.4,villa,residential,Outskirts,rectangle,4,59374,1,0.3812863374402464,1989,1999.0,highway,1,3,8,NA,Yes,Yes
10281.0,January-1989,4768.8,flat,residential,Border,irregular,3,29519mts,6,0.14713629214650759,1974,1984.0,street,23,5,9,,Yes,NA
18631.2,Apr-1998,6645.8,duplex,commercial,Outskirts,rectangle,4,52015,7,0.9587225571263518,1998,0.0,highway,21,3,5,,No,NA
10974.8,December-1986,1369.3,land,residential,Border,rectangle,5,33213mts,1,0.26851221444021156,1972,0.0,street,56,2,3,C,NA,NA
12787.6,May-2005,11778.0,land,industrial,Center,rectangle,4,15589,5,0.9471144648920357,1994,0.0,street,30,2,1,C,NA,NA
18259.5,April-1972,7866.6,open land,industrial,Border,irregular,1,29523,3,0.1293566965662185,1957,0.0,highway,28,4,6,C,NA,NA
10880.6,May-02,6638.5,flat,residential,Border,rectangle,3,25014,9,0.16737333214334538,1992,2003.0,street,38,5,6,NA,Yes,
10745.6,Feb-1991,9270.5,flat,commercial,Border,irregular,3,22423,2,0.5015299536466791,1973,1984.0,street,17,5,2,NA,Yes,NA
10582.8,January-95,9040.4,duplex,residential,Border,irregular,3,24936,2,0.17013242761011316,1994,0.0,highway,94,4,9,NA,No,NA
18556.1,April-1970,6810.1,duplex,commercial,Outskirts,trapezoid,5,58341,7,0.7759168635448906,1963,0.0,highway,49,1,8,NA,Yes,NA
11778.7,December-2003,7881.8,land,residential,Outskirts,rectangle,1,70066mts,1,0.5130346886402267,1998,,highway,37,4,3,C,NA,
3775.0,Mar-1979,6364.7,villa,residential,Outskirts,rectangle,3,50828,10,0.03092827418500188,1961,1971.0,highway,54,5,4,,Yes,Yes
12125.0,November-2003,9878.5,land,residential,Border,rectangle,5,38099mts,1,0.0829497445946401,1998,,street,42,3,1,C,NA,NA
11735.9,May-1999,7974.0,land,residential,Border,trapezoid,1,29611,10,0.0328995843915878,1986,0.0,highway,94,3,8,F,NA,NA
10658.0,July-08,5912.0,flat,commercial,Outskirts,trapezoid,3,60097mts,5,0.017965974684241548,1991,2002.0,highway,84,4,5,,Yes,NA
9982.6,June-1970,3774.6,flat,residential,Outskirts,rectangle,4,66119,8,0.6425416687002827,1960,1968.0,highway,71,1,3,NA,Yes,NA
10419.9,July-1979,5084.0,duplex,commercial,Border,trapezoid,1,30484mts,2,0.5257086463432156,1978,0.0,highway,14,1,9,NA,Yes,NA
10673.2,February-06,7930.8,duplex,residential,Border,irregular,4,32577,7,0.3651822875863089,2006,0.0,street,88,1,3,NA,No,NA
10785.4,August-1972,10413.2,flat,residential,Border,rectangle,5,40253,3,0.4054962343209968,1959,1970.0,highway,67,3,1,,No,NA
10921.1,June-2006,7592.9,flat,commercial,Border,trapezoid,2,39222mts,9,0.03237254450650873,2002,0.0,street,6,3,6,NA,Yes,NA
10959.6,December-2005,4356.1,duplex,commercial,Outskirts,trapezoid,1,75270mts,3,0.44930150793999646,1986,1996.0,highway,27,4,8,NA,Yes,NA
11280.0,July-1987,2179.3,open land,residential,Center,irregular,4,23313,2,0.2701350612884509,1971,0.0,street,19,2,3,C,NA,NA
11341.2,February-1977,11814.8,duplex,commercial,Outskirts,trapezoid,4,65524,4,0.4393670260706424,1977,0.0,highway,72,2,4,NA,Yes,NA
11574.0,Nov-1979,3783.1,open land,industrial,Center,trapezoid,3,7338,10,0.9139140269809952,1969,,alley,51,2,8,C,NA,NA
10445.0,July-88,4591.1,open land,industrial,Outskirts,irregular,1,57432,3,0.5228942190011865,1969,,highway,16,2,4,C,NA,NA
10292.2,August-1990,5533.7,flat,commercial,Border,rectangle,1,26634mts,9,0.8377547161770349,1973,1981.0,street,79,4,1,NA,No,
12194.3,July-1988,7442.3,open land,commercial,Center,trapezoid,1,18403,9,0.8527446415400676,1972,0.0,alley,69,1,9,F,NA,NA
10414.6,November-1980,6974.8,duplex,residential,Border,irregular,3,29669,6,0.3859110905716523,1976,0.0,highway,85,5,1,NA,Yes,NA
10231.1,July-2009,4103.1,duplex,residential,Border,irregular,2,29448mts,9,0.6292599240038019,1992,2000.0,highway,38,3,5,NA,No,NA
11408.2,June-2009,10181.4,duplex,commercial,Center,irregular,1,22676,7,0.6857950209375233,2007,0.0,alley,70,5,10,NA,No,NA
11177.7,February-1991,2600.9,open land,residential,Outskirts,trapezoid,3,60583,2,0.3197157197299325,1985,0.0,highway,76,2,7,C,NA,
11444.1,September-2007,5341.4,open land,commercial,Outskirts,rectangle,4,75682mts,2,0.23223919407886395,1988,0.0,highway,40,5,2,C,NA,NA
3276.1,March-2003,1067.4,villa,residential,Outskirts,irregular,1,79407,9,0.8767860430597421,1997,0.0,highway,19,2,9,,Yes,Yes
