Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
10038.8,November-2006,7509.9,flat,commercial,Border,irregular,2,22097,6,0.6857498567330824,2001,0,highway,27,1,4,NA,Yes,NA
10228.7,December-1971,2473.0,duplex,commercial,Outskirts,rectangle,5,74224,3,0.5991727416257322,1961,1969,highway,51,3,5,NA,Yes,NA
4368.9,March-1979,9945.4,villa,residential,Center,irregular,5,22994,10,0.41592474063415574,1965,1974,alley,51,3,3,NA,Yes, No
10517.3,September-1975,8772.9,flat,residential,Border,rectangle,4,36000,10,0.44602885769304446,1956,1964,highway,76,3,2,NA,Yes,NA
11642.8,May-1987,9112.9,flat,residential,Border,trapezoid,1,35045,1,0.9592588134259787,1971,1979,street,35,5,4,NA,No,NA
10784.8,May-1971,6129.8,duplex,residential,Border,trapezoid,2,32894,9,0.5486465771270783,1968,0,highway,36,3,7,NA,Yes,NA
19619.6,April-1981,10168.1,open land,commercial,Border,irregular,5,32732,1,0.6356193431303745,1974,0,street,94,4,10,F,NA,NA
11091.2,February-1982,5344.3,flat,commercial,Center,trapezoid,4,12609,6,0.7974418615805292,1965,1973,street,61,1,3,NA,No,NA
11343.9,June-1996,1408.2,open land,residential,Border,rectangle,5,29305,4,0.6716151126865411,1983,0,highway,68,3,5,F,NA,NA
10858.3,March-1982,980.3,duplex,residential,Center,rectangle,1,22593,8,0.44468220511117806,1979,0,street,20,4,5,NA,Yes,NA
10886.3,August-1995,8768.8,duplex,residential,Outskirts,irregular,2,73519,8,0.7782590086645494,1991,0,highway,42,4,2,NA,No,NA
11045.4,October-1996,7687.4,flat,commercial,Outskirts,trapezoid,4,64462,2,0.767887160889941,1982,1992,highway,60,2,6,NA,Yes,NA
11618.1,May-1978,8573.5,open land,residential,Border,irregular,3,30306,3,0.7412864782078455,1977,0,highway,47,4,3,F,NA,NA
4744.8,May-2003,10623.6,villa,residential,Outskirts,rectangle,3,78980,2,0.6103183261641307,1994,0,highway,98,5,1,NA,Yes, No
4401.8,October-1974,2903.7,villa,residential,Center,rectangle,5,16536,6,0.996347560557156,1969,0,street,37,1,7,NA,Yes,Yes
3604.8,May-1994,2713.6,villa,residential,Outskirts,rectangle,4,72700,6,0.16598009626824495,1976,1984,highway,78,5,6,NA,Yes, No
9898.3,July-2002,3798.8,duplex,commercial,Border,irregular,4,26546,6,0.22584271304439674,2000,0,highway,69,3,4,NA,Yes,NA
10720.9,September-1977,7551.6,duplex,residential,Border,irregular,3,27038,3,0.5107979360550166,1966,1974,street,34,3,7,NA,Yes,NA
12017.9,December-1973,9807.3,open land,industrial,Center,irregular,3,25278,3,0.8007588100679006,1962,0,street,65,5,2,C,NA,NA
10164.6,August-1989,1469.1,flat,residential,Outskirts,rectangle,5,78747,5,0.6616698957287376,1970,1980,highway,43,2,1,NA,No,NA
10932.2,June-1994,8739.9,flat,commercial,Outskirts,trapezoid,2,76519,5,0.9836164382092981,1986,0,highway,97,2,5,NA,No,NA
10605.9,February-1979,4168.9,flat,residential,Center,rectangle,2,10864,4,0.408821007650904,1971,0,street,47,1,6,NA,No,NA
10318.8,September-1974,2565.6,duplex,commercial,Center,irregular,4,24104,5,0.41328966495680075,1963,1973,alley,22,3,5,NA,Yes,NA
11307.4,July-2001,1422.9,open land,commercial,Center,irregular,3,11240,7,0.49916287734700493,1998,0,street,86,3,4,F,NA,NA
4123.2,July-1978,6592.5,villa,residential,Border,trapezoid,3,23920,6,0.6586445464915092,1969,0,highway,10,3,4,NA,Yes, No
10239.0,November-1979,3896.3,duplex,residential,Center,irregular,1,19847,10,0.28582368802853453,1972,0,street,75,1,7,NA,No,NA
12039.9,September-2009,11992.3,duplex,residential,Border,trapezoid,5,29352,5,0.7098781790640932,1990,1999,highway,8,2,3,NA,No,NA
10106.8,June-1980,4672.8,duplex,residential,Outskirts,irregular,4,57715,7,0.6495501641819679,1974,0,highway,66,1,2,NA,Yes,NA
13022.0,January-2006,11269.4,open land,residential,Center,trapezoid,3,15028,10,0.28894557615835115,1996,0,alley,10,5,2,C,NA,NA
2767.4,October-1986,952.7,villa,residential,Outskirts,irregular,3,68566,6,0.4153654285303161,1974,1985,highway,70,2,8,NA,Yes, No
10048.6,July-2004,4913.3,duplex,commercial,Outskirts,irregular,3,62363,3,0.37365718250993774,1989,2000,highway,16,1,5,NA,No,NA
5136.5,January-2000,9728.0,villa,residential,Center,rectangle,4,9977,8,0.6613283093169173,1981,1989,street,97,4,7,NA,Yes, No
18655.3,April-1997,6570.5,duplex,residential,Outskirts,trapezoid,5,55225,7,0.16752101755105364,1981,1990,highway,91,1,5,NA,No,NA
10884.3,September-1995,1068.0,duplex,residential,Center,rectangle,5,13856,4,0.32562937635491684,1994,0,street,91,2,1,NA,No,NA
12225.3,June-1995,8773.2,open land,industrial,Center,rectangle,2,20361,1,0.3728096719104771,1986,0,alley,89,3,10,F,NA,NA
4655.0,August-1995,9354.3,villa,residential,Center,rectangle,1,6539,8,0.26309466527189884,1995,0,street,53,3,4,NA,Yes, No
3728.1,September-1977,1572.3,villa,residential,Center,rectangle,3,10593,7,0.061062544888128456,1968,0,street,33,3,2,NA,Yes, No
10472.9,September-1999,1626.5,duplex,commercial,Border,trapezoid,3,36621,3,0.6497139153896113,1995,0,highway,2,2,7,NA,No,NA
9989.5,October-1977,6220.2,flat,commercial,Outskirts,trapezoid,4,70102,10,0.0230463395526338,1961,1971,highway,95,1,9,NA,No,NA
9955.3,September-1985,2386.7,duplex,commercial,Outskirts,irregular,3,65196,8,0.6643098451969272,1981,0,highway,13,5,1,NA,No,NA
10733.8,July-1986,4608.1,duplex,commercial,Center,irregular,2,2219,3,0.9797107348302088,1975,1984,alley,82,5,7,NA,No,NA
11362.1,March-1996,10351.0,duplex,residential,Outskirts,irregular,4,79508,6,0.4862105488126435,1994,0,highway,7,5,3,NA,Yes,NA
4971.1,November-1987,4363.3,villa,residential,Center,trapezoid,2,10038,5,0.9422841131812414,1968,1979,street,4,4,1,NA,Yes, No
13266.5,December-1999,11609.1,open land,residential,Center,rectangle,2,9996,1,0.852913521994268,1989,0,street,38,3,5,F,NA,NA
12148.2,April-1992,5647.3,villa,residential,Center,trapezoid,2,20687,4,0.2033607404947485,1976,1987,alley,94,2,10,NA,Yes, No
18144.8,April-1973,5646.8,duplex,commercial,Center,irregular,4,20881,10,0.10543662989156855,1962,1972,alley,74,5,10,NA,No,NA
10262.4,March-1978,1317.0,flat,commercial,Center,trapezoid,1,3788,2,0.25496076658076106,1974,0,alley,94,4,4,NA,No,NA
11860.4,February-2000,6618.7,open land,commercial,Border,trapezoid,3,24427,5,0.3546734632088442,1993,0,street,45,1,3,F,NA,NA
12079.1,March-1982,11862.2,duplex,residential,Center,irregular,4,5216,4,0.9916038782890271,1981,0,street,2,3,8,NA,Yes,NA
4249.0,June-1982,8188.6,villa,residential,Border,irregular,5,31433,2,0.43117226467251535,1963,1972,street,39,4,7,NA,Yes,Yes
11582.3,October-1986,3457.9,open land,industrial,Border,trapezoid,5,39426,4,0.2898685488659456,1985,0,street,18,1,3,F,NA,NA
11194.0,March-1986,1778.7,flat,residential,Center,trapezoid,3,8937,2,0.47827753432437414,1972,1983,street,74,5,1,NA,No,NA
3482.7,December-1982,6759.8,villa,residential,Border,irregular,5,34198,3,0.11458691728611858,1976,0,highway,10,1,5,NA,Yes,Yes
12330.4,August-2003,11371.2,open land,residential,Center,irregular,4,22497,8,0.47015350014026736,1990,0,alley,18,3,8,C,NA,NA
11745.3,August-1977,9872.7,open land,industrial,Outskirts,rectangle,3,57662,7,0.9849451991791209,1968,0,highway,17,5,8,C,NA,NA
11002.1,March-1988,3032.8,open land,residential,Outskirts,rectangle,4,56087,8,0.03780437210681231,1982,0,highway,28,1,6,F,NA,NA
6004.1,May-2002,11092.3,villa,residential,Center,trapezoid,5,4145,8,0.7769158752187942,1991,1999,street,47,4,3,NA,Yes,Yes
10756.2,September-1986,8844.9,duplex,commercial,Center,irregular,2,17174,7,0.5264872175521386,1969,1977,alley,55,1,5,NA,Yes,NA
10145.2,November-1991,3797.5,duplex,commercial,Outskirts,irregular,1,50398,4,0.7936565465668424,1975,1986,highway,3,5,10,NA,No,NA
10639.3,December-1997,2045.5,open land,industrial,Border,rectangle,4,22404,10,0.16767455696198308,1989,0,street,80,3,8,C,NA,NA
9843.3,June-1988,1052.9,flat,residential,Outskirts,rectangle,3,65492,10,0.6180232030649775,1974,1984,highway,80,2,5,NA,Yes,NA
9245.7,September-1984,870.5,flat,residential,Border,irregular,2,26288,4,0.029932642045307434,1967,1977,street,97,1,7,NA,Yes,NA
10346.8,October-1993,2503.4,flat,residential,Border,trapezoid,3,22703,2,0.06856625648060855,1979,1987,highway,80,5,4,NA,No,NA
3835.4,October-1983,4997.9,villa,residential,Outskirts,trapezoid,3,56614,8,0.17430558139722951,1980,0,highway,78,2,9,NA,Yes,Yes
11717.9,March-1999,9929.1,duplex,residential,Center,rectangle,4,13378,10,0.022679251456158456,1983,1994,street,56,2,6,NA,Yes,NA
18769.3,April-1999,3123.3,flat,residential,Border,trapezoid,4,40464,4,0.9867217408015959,1990,0,street,45,2,6,NA,No,NA
10979.4,September-1989,8862.5,duplex,residential,Outskirts,rectangle,3,54163,9,0.6724231337479968,1988,0,highway,68,2,10,NA,Yes,NA
11078.5,August-1983,3053.4,flat,residential,Center,trapezoid,5,19501,7,0.049892326373724205,1964,1974,alley,84,5,4,NA,Yes,NA
4878.5,November-1976,10898.6,villa,residential,Outskirts,trapezoid,5,72252,1,0.5483891754155545,1975,0,highway,23,1,4,NA,Yes,Yes
11142.6,December-1971,9839.0,duplex,commercial,Outskirts,trapezoid,2,51419,1,0.6236192969471603,1954,1964,highway,53,3,6,NA,Yes,NA
11649.2,August-1996,11126.8,duplex,commercial,Border,trapezoid,1,20029,1,0.976871046929575,1986,1997,street,90,3,8,NA,No,NA
10805.5,June-2001,2865.1,flat,residential,Center,rectangle,4,10958,6,0.09151435136424169,1984,1995,alley,64,4,4,NA,Yes,NA
10898.6,February-1988,2088.6,duplex,commercial,Center,rectangle,2,7626,7,0.6009890449674814,1971,1980,street,63,5,8,NA,Yes,NA
11581.1,October-2002,10692.2,flat,commercial,Border,trapezoid,3,25404,1,0.8849891544262182,1991,2000,highway,4,4,2,NA,Yes,NA
10184.0,January-2003,1828.5,duplex,commercial,Border,irregular,1,36871,8,0.9799269415660716,1987,1995,street,60,4,3,NA,Yes,NA
10307.1,January-1996,7910.4,flat,residential,Outskirts,irregular,3,59155,6,0.10693038560523815,1993,0,highway,95,4,4,NA,Yes,NA
18741.1,April-1989,3667.4,flat,commercial,Border,trapezoid,3,38381,1,0.9933824758200128,1970,1978,street,25,5,3,NA,No,NA
10906.5,August-1991,6130.7,flat,commercial,Outskirts,trapezoid,1,52969,1,0.8862573029534394,1975,1983,highway,18,4,10,NA,Yes,NA
4379.7,September-1985,8839.5,villa,residential,Outskirts,trapezoid,4,73624,5,0.6941524244396257,1975,1984,highway,98,1,7,NA,Yes, No
11295.3,December-1975,5494.5,open land,residential,Outskirts,trapezoid,1,60642,8,0.49619628866177234,1959,0,highway,39,3,1,C,NA,NA
10819.1,August-1997,5974.8,flat,residential,Center,irregular,5,13926,3,0.27517400930102265,1996,0,street,97,2,8,NA,No,NA
10832.5,October-1991,9935.4,flat,commercial,Outskirts,trapezoid,2,65033,8,0.2017163568486413,1987,0,highway,60,3,8,NA,Yes,NA
11144.7,June-1981,1177.4,open land,residential,Outskirts,rectangle,3,77382,8,0.1877566019198954,1976,0,highway,25,5,1,F,NA,NA
11131.0,February-1998,1888.8,duplex,residential,Outskirts,trapezoid,5,71457,3,0.8628364283542396,1979,1989,highway,74,4,4,NA,No,NA
10288.8,November-1974,2462.7,flat,commercial,Outskirts,trapezoid,3,70797,10,0.8572366791194453,1969,0,highway,40,5,1,NA,No,NA
10758.2,September-1986,3696.9,duplex,residential,Center,irregular,5,19639,7,0.5700432341341843,1972,1982,street,60,1,10,NA,No,NA
11172.8,October-2005,11677.0,duplex,residential,Outskirts,irregular,3,75495,4,0.1111476955855275,1998,0,highway,90,4,1,NA,Yes,NA
3859.5,February-2005,5931.3,villa,residential,Outskirts,irregular,3,62917,10,0.48141179510105103,2001,0,highway,80,5,5,NA,Yes,Yes
11361.7,July-2007,5664.1,flat,residential,Center,irregular,3,24583,7,0.9429741989700077,1992,2003,street,45,4,1,NA,Yes,NA
11013.9,January-1976,10342.7,flat,commercial,Border,trapezoid,4,23135,1,0.5808129965965279,1968,0,highway,2,3,2,NA,No,NA
11187.7,August-1998,11669.2,flat,commercial,Outskirts,rectangle,5,71015,6,0.6049707323085162,1993,0,highway,54,4,2,NA,No,NA
10854.7,November-2003,3517.5,duplex,residential,Outskirts,trapezoid,2,60574,3,0.11400930040462054,2002,0,highway,48,3,2,NA,Yes,NA
10660.5,August-1998,3556.1,duplex,residential,Outskirts,irregular,3,79899,3,0.9077014375020861,1981,1991,highway,54,4,7,NA,Yes,NA
11869.8,September-1974,9251.9,open land,commercial,Outskirts,trapezoid,4,79201,2,0.06856579124448658,1974,0,highway,91,3,6,F,NA,NA
11049.9,March-1989,3038.9,flat,residential,Outskirts,trapezoid,5,70470,1,0.9525478670375295,1984,0,highway,78,5,8,NA,No,NA
4342.2,March-1981,2738.2,villa,residential,Center,trapezoid,2,5944,9,0.9254401515811946,1970,1978,street,72,2,10,NA,Yes, No
4210.2,September-1983,8039.1,villa,residential,Outskirts,rectangle,5,51337,7,0.8225754586859204,1980,0,highway,39,1,6,NA,Yes,Yes
4519.9,November-2002,10071.1,villa,residential,Outskirts,irregular,5,60484,1,0.6202926469389908,1988,1996,highway,91,4,1,NA,Yes,Yes
10452.8,June-1983,10552.6,flat,commercial,Border,irregular,3,26432,3,0.7458483553626507,1968,1976,highway,73,4,2,NA,Yes,NA
10026.3,January-1997,1474.5,flat,commercial,Outskirts,trapezoid,1,73531,3,0.5353400906029817,1990,0,highway,6,1,5,NA,No,NA
10820.2,February-1982,7479.9,duplex,residential,Border,irregular,4,34063,5,0.9324658801718664,1963,1973,street,38,2,8,NA,No,NA
11802.4,April-1984,8799.5,villa,residential,Outskirts,rectangle,2,50820,9,0.1603057036538278,1981,0,highway,82,5,10,NA,Yes,Yes
20018.4,April-1997,4873.1,open land,industrial,Center,trapezoid,4,22021,4,0.1503497788745266,1978,0,street,22,1,6,F,NA,NA
11301.0,July-1976,9735.4,flat,residential,Outskirts,trapezoid,3,58990,3,0.8187123791404898,1957,1965,highway,65,3,9,NA,Yes,NA
10412.0,July-1972,9512.2,flat,commercial,Outskirts,trapezoid,1,54089,10,0.05357298030869462,1954,1962,highway,88,4,1,NA,Yes,NA
11399.4,November-1984,10498.2,flat,residential,Center,irregular,4,19938,8,0.9636482906791178,1984,0,alley,1,3,10,NA,No,NA
4363.1,October-1988,11496.7,villa,residential,Border,irregular,4,32912,9,0.9587326215057249,1981,0,street,87,1,8,NA,Yes,Yes
11385.7,December-1973,10786.6,open land,commercial,Outskirts,rectangle,1,78484,5,0.5584270110097521,1968,0,highway,87,4,10,C,NA,NA
10956.3,July-1981,6442.2,open land,residential,Border,irregular,2,26532,4,0.37618080071565485,1970,0,highway,70,2,10,F,NA,NA
12260.6,August-1991,8452.1,open land,commercial,Center,trapezoid,2,22921,4,0.0847784944754445,1980,0,street,23,3,10,C,NA,NA
3331.2,August-1979,1602.0,villa,residential,Border,trapezoid,4,39831,7,0.06048822858801173,1961,1969,highway,71,3,8,NA,Yes, No
10088.4,March-1979,4868.8,flat,residential,Outskirts,irregular,5,76901,3,0.7877660123614441,1978,0,highway,36,1,2,NA,No,NA
10377.7,May-1997,2095.5,flat,commercial,Border,trapezoid,3,28206,9,0.5823958542460165,1997,0,highway,24,5,10,NA,Yes,NA
11605.7,March-1978,11702.5,open land,industrial,Border,irregular,2,34571,4,0.756472566660887,1960,0,highway,63,4,8,F,NA,NA
11925.3,October-1974,10296.0,open land,commercial,Center,trapezoid,1,8001,6,0.18524878744112816,1962,0,alley,11,2,8,C,NA,NA
10899.8,October-2001,4141.8,flat,residential,Border,trapezoid,1,27920,3,0.6689643046820234,1996,0,street,37,3,2,NA,No,NA
11639.4,July-1973,8792.3,duplex,residential,Center,rectangle,5,8404,5,0.8286152239027059,1955,1963,street,49,1,2,NA,No,NA
9647.0,May-1998,1768.5,duplex,residential,Outskirts,irregular,2,57289,8,0.2789375312330089,1993,0,highway,87,2,2,NA,No,NA
11426.4,September-2009,3120.8,duplex,residential,Center,trapezoid,2,2332,6,0.3074734290629796,2001,0,alley,83,4,2,NA,Yes,NA
9970.6,February-1996,7053.3,flat,residential,Border,irregular,1,38623,4,0.31967070976451517,1994,0,highway,98,3,3,NA,No,NA
10842.0,May-1985,3237.0,duplex,commercial,Center,rectangle,3,25237,4,0.3948716433178221,1983,0,street,2,2,4,NA,No,NA
10467.0,August-2008,1215.5,open land,commercial,Border,irregular,2,25151,9,0.6789861557332839,2007,0,highway,68,2,7,F,NA,NA
4305.6,January-1991,11830.1,villa,residential,Outskirts,irregular,1,70062,10,0.9175770282722175,1978,1986,highway,48,3,7,NA,Yes,Yes
3676.4,May-1997,6794.9,villa,residential,Outskirts,irregular,2,72362,3,0.4120890905485102,1986,1995,highway,80,4,2,NA,Yes, No
10332.1,February-1976,5064.5,open land,industrial,Border,irregular,3,38211,4,0.5555754026350134,1962,0,highway,69,2,4,C,NA,NA
3829.8,July-1990,7094.5,villa,residential,Outskirts,irregular,3,59228,3,0.4051127129889911,1976,1984,highway,26,3,10,NA,Yes,Yes
10562.7,January-1981,4275.6,flat,commercial,Center,irregular,5,14442,3,0.5208023626918404,1964,1975,street,50,3,1,NA,Yes,NA
11270.7,February-1975,9827.8,duplex,residential,Border,trapezoid,5,37386,10,0.4201250467683826,1959,1968,highway,88,4,6,NA,No,NA
9818.0,August-1983,4313.5,flat,residential,Border,irregular,3,39805,1,0.24648406960437874,1964,1972,highway,25,3,4,NA,No,NA
11409.0,August-1990,3861.0,open land,residential,Outskirts,trapezoid,5,56273,3,0.21567866503564825,1976,0,highway,44,2,1,C,NA,NA
4323.5,October-1988,8795.9,villa,residential,Outskirts,trapezoid,3,56242,7,0.824926752805445,1987,0,highway,87,1,6,NA,Yes, No
18520.4,April-1995,8612.6,duplex,residential,Border,rectangle,1,20505,10,0.1773913473018841,1995,0,highway,87,5,6,NA,Yes,NA
9758.3,September-1994,1790.9,flat,residential,Border,rectangle,1,38284,8,0.7660720962725409,1981,1991,highway,96,1,1,NA,Yes,NA
